,playerid,name
1767,sanchga02,Gary
1768,sanchhe01,Hector Enrique
1769,sanchto01,Jorge Anthony
1770,sandopa01,Pablo Emilio
1771,sandsje01,Gerald Robert
1772,sanomi01,Miguel Angel
1773,santaan02,Anthony Roger
1774,santaca01,Carlos
1775,santada01,Daniel Ernesto
1776,santade01,Dennis Anfernee
1777,santado01,Domingo Alberto
1778,santaed01,Edgar
1779,santaer01,Ervin Ramon
1780,santihe01,Hector Felipe
1781,santolu01,Luis Gustavo
1782,santose01,Sergio Jose
1783,sardilu01,Luis Alexander
1784,saundmi01,Michael Edward Brett
1785,saupowa01,Warwick Anthony
1786,scahiro01,Robert Joseph
1787,schafjo02,Jordan James
1788,schaflo01,Logan Edward
1789,schebsc01,Scott Anthony
1790,schepta01,Tanner Ross
1791,scherma01,Maxwell M.
1792,schimry01,Ryan Michael
1793,schlibr01,Brian Patrick
1794,schoojo01,Jonathan Rufino Jezus
1795,schugaj01,Andrew Jeffrey
1796,schulbo02,Patrick Bowen
1797,schulja02,Jaime Matthew
1798,schumsk01,Jared Michael
1799,schuspa01,Patrick James
1800,schwaky01,Kyle Joseph
1801,scottro02,Robert John
1802,scottta01,Tanner Alexander
1803,scribev01,Evan Lee
1804,scribtr01,Troy Alex
1805,scrugxa01,Xavier Ladel
1806,seageco01,Corey Drew
1807,seageky01,Kyle Duerr
1808,segedro01,Robert Mitchell
1809,segurje01,Jean Carlos Enrique
1810,selskst01,Steven Garth
1811,semiema01,Marcus Andrew
1812,senzaan01,Antonio
1813,severlu01,Luis
1814,severpe01,Pedro
1815,sewalpa01,Paul Stanton
1816,shackke01,Kevin Russell
1817,shafeju01,Justin Healy
1818,shaffri01,Richard Michael
1819,shawbr01,Bryan Anthony
1820,shawch01,Christopher James
1821,shawtr01,Travis R.
1822,sheffju01,Justus Kane
1823,sherfji01,James Harold
1824,sherrry01,Ryan Sebastian
1825,shielja02,James Anthony
1826,shiplbr01,Braden Alec
1827,shoemma01,Matthew David
1828,shrevch01,Chasen Dean
1829,shuckja01,Jack Burdett
1830,siegrke01,Kevin Ryan
1831,sierrma01,Magneuris
1832,sierrmo01,Moises
1833,simmoan01,Andrelton A.
1834,simmosh01,Shae Austin
1835,simonal01,Alfredo
1836,simslu01,Lucas Sundberg
1837,singljo02,Jonathan Lee
1838,sippto01,Tony Marcel
1839,siscoch01,Chance Thomas Leo
1840,sizemgr01,Grady
1841,skaggty01,Tyler Wayne
1842,skogler01,Eric L.
1843,skolema01,Matthew Thomas
1844,slanida01,Daniel Alexander
1845,slateau01,Austin Thomas
1846,slegeaa01,Aaron Allan
1847,smithbl01,Blake Matthew
1848,smithbu03,Burch Taylor
1849,smithca02,Carson Donald
1850,smithca03,Caleb Anthony
1851,smithch07,Christopher Michael
1852,smithch08,Chad Dennis
1853,smithch09,Christopher Patrick
1854,smithdo02,Dominic David Rene
1855,smithdr01,Andrew David
1856,smithdw02,John Dwight
1857,smithja06,Jacob Matthew
1858,smithjo05,Joseph Michael
1859,smithjo07,Joshua Allen
1860,smithke04,Kevan Alan
1861,smithma05,Mallex Lydell
1862,smithmu01,Murphy
1863,smithse01,Garry Seth
1864,smithty01,Tyler Douglas
1865,smithwi04,William Michael
1866,smoakju01,Justin Kyle
1867,smokejo01,Joshua Michael
1868,smolija01,Jacob Michael
1869,smylydr01,Todd Andrew
1870,snellbl01,Blake Ashton
1871,sneltdj01,Donald Marek
1872,snidetr01,Travis James
1873,snydebr03,Brandon Roger
1874,sobotch01,Chad Nicholas
1875,socolmi01,Miguel Angel
1876,sogarer01,Eric Sidney
1877,solando01,Donovan
1878,solanjh01,Jhonatan
1879,solarya01,Yangervis Alfredo
1880,solerjo01,Jorge Carlos
1881,solissa01,Samuel Robert
1882,somsela01,Layne R.
1883,soriajo01,Joakim Agustin
1884,soriara01,Rafael
1885,sorokmi01,Michael John Graydon
1886,sosaed01,Edmundo
1887,sotoge01,Geovany
1888,sotogi01,Giovanni Luis
1889,sotoju01,Juan Jose
1890,souzast01,Steven Jeffrey
1891,spande01,Keiunta Denard
1892,spangco01,Cory Joseph
1893,sparkgl01,Glenn Michael
1894,springe01,George Chelston
1895,sprinje01,Jeffrey Scott
1896,stallja01,Jacob Daniel
1897,stammcr01,Craig N.
1898,stanery01,Ryne Thomas
1899,stanlco01,Cody Franklin
1900,stantmi03,Giancarlo Cruz-Michael
1901,stassbr01,Brock James
1902,stassma01,Max Robert
1903,staufti01,Timothy James
1904,steckdr01,Andrew Paul
1905,stephja01,Jackson Tanner
1906,stephro01,Robert William
1907,stevean01,Andrew Patrick
1908,stewabr01,Brock Allen
1909,stewach01,Christopher David
1910,stewach02,Christin Gaylin Harris
1911,stewadj01,Demetrius Jerome
1912,stewako01,Kohl Robert
1913,stitema01,Matthew Steven
1914,stockro01,Robert Anthony
1915,storedr01,Drew Patrick
1916,storytr01,Trevor John
1917,stouter01,Eric Joseph
1918,strahma01,Matthew Scott
1919,straida01,Daniel Steven
1920,strasst01,Stephen James
1921,stratch01,Christopher Lee
1922,straury01,Ryan Lee
1923,strawmy01,Myles James Noble
1924,streehu01,Huston Lowell
1925,strichu01,Hunter Drew
1926,stripro01,Thomas Ross
1927,stromma01,Marcus Earl
1928,stroppe01,Pedro Angel
1929,stubbdr01,Robert Andrew
1930,stulter01,Eric William
1931,stumpda01,Daniel Arthur
1932,sturdty01,Tyler James
1933,suareal01,Albert Joe
1934,suarean01,Andrew Jose
1935,suareeu01,Eugenio Alejandro
1936,suarera01,Ranger
1937,sucreje01,Jesus Marcelo
1938,suerowa01,Wander
1939,surkaer01,Eric Michael
1940,susacan01,Andrew John
1941,suterbr01,Brent Michael
1942,suzukic01,Ichiro
1943,suzukku01,Kurt Kiyoshi
1944,swansda01,James Dansby
1945,swarzan01,Anthony Ray
1946,sweenda02,Darnell Thomas
1947,swihabl01,Blake Aubry
1948,swishni01,Nicholas Thomas
1949,syndeno01,Noah Seth
1950,szczuma01,Matthew
1951,tabatjo01,Jose Nicolas
1952,taijetr01,Travis Nathaniel
1953,taillja01,Jameson Lee
1954,tanakma01,Masahiro
1955,tapiara01,Raimel Antonio
1956,tarplst01,Stephen Nicholas
1957,tartatr01,Travis Scott
1958,tauchmi01,Michael Robert
1959,taylobe03,Benjamin Alan
1960,taylobe04,Beau Ritchie
1961,tayloch03,Christopher Armand
1962,taylomi02,Michael Anthony
1963,tazawju01,Junichi
1964,teafoev01,Everett James
1965,teagata01,Taylor Hill
1966,teherju01,Julio Alberto
1967,teixema01,Mark Charles
1968,tejadru01,Ruben Dario
1969,telisto01,Tomas
1970,tellero01,Ryan John
1971,teperry01,Dennis Ryan
1972,tepesni01,Nicholas James
1973,terdojo01,Joseph Thomas
1974,thameer01,Eric Allyn
1975,thatcjo01,Joseph
1976,thayeda01,Dale Scott
1977,therrje01,Jesen
1978,thielca01,Caleb John
1979,tholejo01,Joshua Michael
1980,thomaia01,Ian Drew
1981,thompaa01,Aaron Marshall
1982,thompja03,Jacob Keith
1983,thomptr01,Trayce Nikolas
1984,thornma01,Matthew J.
1985,thornty01,Tyler Michael
1986,tillmch01,Christopher Steven
1987,tilsoch01,Charles Everett
1988,toccica01,Carlos Daniel
1989,tolesan01,Alvin Andrew
1990,tollesh01,Shawn Mark
1991,tollest01,Steven Wayne
1992,tollias01,Ashur Jordan
1993,tomasya01,Yasmany
1994,tomlijo01,Joshua Aubry
1995,tomlike01,Kelby Aaron
1996,tonkimi01,Michael Harvey
1997,torreal01,Alexander Jesus
1998,torreca01,Carlos Ephriam
1999,torregl01,Gleyber David
2000,torrejo02,Jose Marcos
2001,torrelu01,Luis Alfonso
2002,torrera01,Ramon Alexander
2003,torrero01,Ronald Alcides
2004,toussto01,Dany Gilbert Kiti
2005,tracyma01,Matthew J.
2006,trahabl01,Blake Matthew
2007,travide01,Devon Anthony
2008,travisa01,Samuel John
2009,treinbl01,Blake M.
2010,trevijo01,Jose
2011,triggan01,Andrew Austin
2012,trivilo01,Lou Albert
2013,tropeni01,Nicholas Paul
2014,troutmi01,Michael Nelson
2015,trumbma01,Mark Daniel
2016,tsaoch01,Chin-hui
2017,tsengje01,Jen-Ho
2018,tuckeky01,Kyle Daniel
2019,tuckepr01,Preston M.
2020,tuiasma01,Matthew Petelu
2021,tuivasa01,Samuel Johnathan
2022,tulowtr01,Troy Trever
2023,turleni01,Nikolas Carlyle
2024,turnbsp01,Spencer Ketcham
2025,turneja01,Jacob Edward
2026,turneju01,Justin Matthew
2027,turnest01,Randy Stuart
2028,turnetr01,Trea Vance
2029,ueharko01,Koji
2030,ugglada01,Daniel Cooley
2031,underdu01,Duane Lee
2032,uptonbj01,Melvin Emanuel
2033,uptonju01,Justin Irvin
2034,urenajo01,Jose Miguel
2035,urenari01,Richard
2036,uriasju01,Julio Cesar
2037,uriaslu01,Luis Fernando
2038,uribeju01,Juan C.
2039,urruthe01,Henry Alexander
2040,urshegi01,Giovanny
2041,utleych01,Chase Cameron
2042,valaipa01,Patrick Ryne
2043,valbulu01,Luis Adan
2044,valdece01,Cesar Miguel
2045,valdefr01,Framber
2046,valdejo02,Jordany V.
2047,valdejo03,Jose Alfredo
2048,valenda01,Daniel Paul
2049,valenje01,Jesmuel Jose
2050,valerbr01,Breyvic Jose
2051,vanslsc01,Scott T.
2052,vargace01,Cesar
2053,vargail01,Ildemaro Jose
2054,vargaja01,Jason Matthew
2055,vargake01,Kennys
2056,varvaan01,Anthony Michael
2057,vasquan02,Andrew Jude
2058,vastoje01,Gerard Joseph
2059,vazquch01,Christian Rafael
2060,vealdo01,Donald Tyrone
2061,velasvi01,Vincent John
2062,velazan01,Andrew
2063,velazhe01,Hector
2064,venabwi01,William Dion
2065,vendipa01,Patrick Michael
2066,ventejo01,Jonathan William
2067,ventuyo01,Yordano
2068,verdual01,Alex Brady
2069,verhadr01,Drew Edward
2070,verlaju01,Justin Brooks
2071,verrelo01,Scott Logan
2072,victosh01,Shane Patrick
2073,vieirth01,Thyago da Silva
2074,vielmen01,Engelb Stalin
2075,villaca01,Carlos Manuel
2076,villach01,Christian
2077,villajo01,Jonathan Rafael
2078,villape01,Pedro A.
2079,vilorme01,Meibrys John
2080,vinceni01,Nicholas James
2081,vinceza01,Zachary Laine
2082,vizcaar01,Arodys
2083,vogelda01,Daniel
2084,vogelry01,Ryan Andrew
2085,vogtst01,Stephen Guy
2086,voitlu01,Louis Linwood
2087,volqued01,Edinson
2088,volstch01,Christopher Kenneth
2089,vothau01,Austin Lee
2090,vottojo01,Joseph Daniel
2091,wachami01,Michael Joseph
2092,wadats01,Tsuyoshi
2093,wadety01,Tyler Dean
2094,wagnety01,Tyler Joseph
2095,wahlbo01,Robert Martin
2096,wainwad01,Adam Parrish
2097,waldejo01,Jordan Craig
2098,waldema01,Marcus Walter
2099,waldimi01,Mitchell S.
2100,waldrky02,Kyle Michael
2101,walkech02,Christian Dickson
2102,walkene01,Neil Martin
2103,walketa01,Taijuan Emmanuel
2104,wallabr01,Brett Alexander
2105,wallach01,Chad Arthur
2106,walshco02,Colin Patrick
2107,walteza01,Zachary Butler
2108,wangch01,Chien-Ming
2109,wangwe01,Wei-Chung
2110,wardta01,Joseph Taylor
2111,warread01,Adam Parrish
2112,washida01,David Edward
2113,watsoto01,Anthony Michael
2114,weaveje02,Jered David
2115,weavelu01,Luke Allen
2116,webbda01,Robert Wyatt McDaniel
2117,webbry01,Ryan Christopher
2118,webbty01,Jon Tyler
2119,weberry01,James Ryan
2120,webstal01,Carl Allen
2121,weeksje01,Jemile Nykiwa
2122,weeksri01,Rickie Darnell
2123,weissza01,Zachary D.
2124,wendejb01,Jeffrey Benjamin
2125,wendljo01,Joseph Patrick
2126,werthja01,Jayson Richard Gowan
2127,westma03,Matthew Robert O'Neil
2128,whalero01,Robert D.
2129,wheelja01,Jason McDonald
2130,wheelza01,Zachary Harrison
2131,whitety01,Brian Tyler
2132,whitlch01,Chase Coleman
2133,wickro01,Rowan D.
2134,wieckbr01,Bradley Michael
2135,wielajo01,Joseph Andrew
2136,wietema01,Matthew Richard
2137,wilheto01,Thomas Mark
2138,wilkad01,Adam Robert
2139,wilkeaa01,Aaron Daniel
2140,wilkest01,Stephen Beaty
2141,wilkian01,Andrew Robert
2142,williau01,Austen Thomas
2143,willija01,Jackson Thomas
2144,willije02,Jerome Lee
2145,williju02,Justin Paul
2146,willima07,Mason
2147,willima08,Johnathan Mackensey
2148,willini01,Billy Nicholas
2149,willita01,Taylor Grant
2150,willitr01,Trevor Anthony
2151,wilsoal01,William Alexander
2152,wilsobo02,Robert Louis
2153,wilsobr02,Bryse Everett
2154,wilsocj01,Christopher John
2155,wilsojo03,Joshua Aaron
2156,wilsoju10,Justin James
2157,wilsoty01,Philip Tyler
2158,wimmeal01,Alex Michael
2159,wingetr01,Anthony James
2160,winkeje01,Jesse
2161,winklda01,Daniel Allen
2162,wisdopa01,Patrick Ian
2163,wislema01,Matthew Robert
2164,withrch01,Christopher Michael
2165,wittgni01,Nicholas James
2166,wojcias01,Randall Asher
2167,wolfra02,Randall Christopher
2168,wolteto01,Anthony John
2169,wongko01,Kolten Kaha
2170,woodal02,Robert Alexander
2171,woodbl01,Blake Daniel
2172,woodhu01,Hunter Blake
2173,woodrbr01,Brandon Kyle
2174,woodtr01,Travis A.
2175,wootero01,Robert Davis
2176,workmbr01,Brandon Carlin
2177,worleva01,Vance Richard
2178,worthda01,Daniel Weston
2179,wrighda03,David Allen
2180,wrighda04,Daniel Paul
2181,wrighky01,Kyle Hardy
2182,wrighmi01,Dennis Michael
2183,wrighst01,Steven Richard
2184,wrighwe01,Dequam LaWesley
2185,wynnsau01,Robert Austin
2186,yacabji01,James Allin
2187,yarbrry01,Ryan Christian
2188,yateski01,Kirby Kali
2189,yelicch01,Christian Stephen
2190,ynoaga01,Gabriel
2191,ynoami01,Michael Jose
2192,ynoara01,Argelis Rafael
2193,youngch03,Christopher Ryan
2194,youngch04,Christopher Brandon
2195,youngde03,Delmon Damarcus
2196,younger03,Eric Orlando
2197,youngma03,John Madison
2198,zagunma01,Mark Raymond
2199,zagurmi01,Michael Justin
2200,zamorda01,Daniel James
2201,zastrro01,Robert John
2202,zieglbr01,Brad Gregory
2203,zimmebr01,Bradley Clarke
2204,zimmejo02,Jordan M.
2205,zimmery01,Ryan Wallace
2206,zitoba01,Barry William
2207,zobribe01,Benjamin Thomas
2208,zuninmi01,Michael Accorsi
2209,zychto01,Anthony Aaron
